gmina_name;date;potas
Rozprza;01.01.2014;
Ruda Maleniecka;01.01.2014;
Rusinów;01.01.2014;
Rzeczyca;01.01.2014;
Sadkowice;01.01.2014;
Secemin;01.01.2014;
Sławno;01.01.2014;
Słupia;01.01.2014;
Słupia Konecka;01.01.2014;
Smyków;01.01.2014;
Stąporków;01.01.2014;
Stromiec;01.01.2014;
Sulejów;01.01.2014;
Szczekociny;01.01.2014;
Tomaszów Mazowiecki miasto;01.01.2014;
Tomaszów Mazowiecki wiejski;01.01.2014;
Tuszyn;01.01.2014;
Ujazd;01.01.2014;
Warka;01.01.2014;
Wielgomłyny;01.01.2014;
Włodowice;01.01.2014;
Włoszczowa;01.01.2014;
Wola Krzysztoporska;01.01.2014;
Wolbórz;01.01.2014;
Wolbrom;01.01.2014;
Wyśmierzyce;01.01.2014;
Zagnańsk;01.01.2014;
Zawiercie;01.01.2014;
Żarnowiec;01.01.2014;
Żarnów;01.01.2014;
Żytno;01.01.2014;
Aleksandrów;01.01.2015;
Andrespol;01.01.2015;
Belsk Duży;01.01.2015;
Będków;01.01.2015;
Białaczów;01.01.2015;
Białobrzegi;01.01.2015;
Bliżyn;01.01.2015;
Błędów;01.01.2015;
Brójce;01.01.2015;
Budziszewice;01.01.2015;
Charsznica;01.01.2015;
Czarnocin;01.01.2015;
Czerniewice;01.01.2015;
Drzewica;01.01.2015;
Fałków;01.01.2015;
Gielniów;01.01.2015;
Głowaczów;01.01.2015;
Gorzkowice;01.01.2015;
Goszczyn;01.01.2015;
Gowarczów;01.01.2015;
Grabica;01.01.2015;
Grabów nad Pilicą;01.01.2015;
Inowłódz;01.01.2015;
Irządze;01.01.2015;
Kluczewsko;01.01.2015;
Klwów;01.01.2015;
Kobiele Wielkie;01.01.2015;
Kodrąb;01.01.2015;
Koluszki;01.01.2015;
Koniecpol;01.01.2015;
Końskie;01.01.2015;
Kozłów;01.01.2015;
Krasocin;01.01.2015;
Kroczyce;01.01.2015;
Lelów;01.01.2015;
Lubochnia;01.01.2015;
Łęki Szlacheckie;01.01.2015;
Łopuszno;01.01.2015;
Magnuszew;01.01.2015;
Masłowice;01.01.2015;
Mniów;01.01.2015;
Mniszków;01.01.2015;
Mogielnica;01.01.2015;
Moskorzew;01.01.2015;
Moszczenica;01.01.2015;
Niegowa;01.01.2015;
Nowe Miasto nad Pilicą;01.01.2015;
Nowosolna;01.01.2015;
Odrzywół;01.01.2015;
Ogrodzieniec;01.01.2015;
Opoczno;01.01.2015;
Paradyż;01.01.2015;
Pilica;01.01.2015;
Piotrków Trybunalski;01.01.2015;
Poświętne;01.01.2015;
Promna;01.01.2015;
Przedbórz;01.01.2015;
Przysucha;01.01.2015;
Radoszyce;01.01.2015;
Radzanów;01.01.2015;
Ręczno;01.01.2015;
Rokiciny;01.01.2015;
Rozprza;01.01.2015;
Ruda Maleniecka;01.01.2015;
Rusinów;01.01.2015;
Rzeczyca;01.01.2015;
Sadkowice;01.01.2015;
Secemin;01.01.2015;
Sławno;01.01.2015;
Słupia;01.01.2015;
Słupia Konecka;01.01.2015;
Smyków;01.01.2015;
Stąporków;01.01.2015;
Stromiec;01.01.2015;
Sulejów;01.01.2015;
Szczekociny;01.01.2015;
Tomaszów Mazowiecki miasto;01.01.2015;
Tomaszów Mazowiecki wiejski;01.01.2015;
Tuszyn;01.01.2015;
Ujazd;01.01.2015;
Warka;01.01.2015;
Wielgomłyny;01.01.2015;
Włodowice;01.01.2015;
Włoszczowa;01.01.2015;
Wola Krzysztoporska;01.01.2015;
Wolbórz;01.01.2015;
Wolbrom;01.01.2015;
Wyśmierzyce;01.01.2015;
Zagnańsk;01.01.2015;
Zawiercie;01.01.2015;
Żarnowiec;01.01.2015;
Żarnów;01.01.2015;
Żytno;01.01.2015;
Aleksandrów;01.01.2016;
Andrespol;01.01.2016;
Belsk Duży;01.01.2016;
Będków;01.01.2016;
Białaczów;01.01.2016;
Białobrzegi;01.01.2016;
Bliżyn;01.01.2016;
Błędów;01.01.2016;
Brójce;01.01.2016;
Budziszewice;01.01.2016;
Charsznica;01.01.2016;
Czarnocin;01.01.2016;
Czerniewice;01.01.2016;
Drzewica;01.01.2016;
Fałków;01.01.2016;
Gielniów;01.01.2016;
Głowaczów;01.01.2016;
Gorzkowice;01.01.2016;
Goszczyn;01.01.2016;
Gowarczów;01.01.2016;
Grabica;01.01.2016;
Grabów nad Pilicą;01.01.2016;
Inowłódz;01.01.2016;
Irządze;01.01.2016;
Kluczewsko;01.01.2016;
Klwów;01.01.2016;
Kobiele Wielkie;01.01.2016;
Kodrąb;01.01.2016;
Koluszki;01.01.2016;
Koniecpol;01.01.2016;
Końskie;01.01.2016;
Kozłów;01.01.2016;
Krasocin;01.01.2016;
Kroczyce;01.01.2016;
Lelów;01.01.2016;
Lubochnia;01.01.2016;
Łęki Szlacheckie;01.01.2016;
Łopuszno;01.01.2016;
Magnuszew;01.01.2016;
Masłowice;01.01.2016;
Mniów;01.01.2016;
Mniszków;01.01.2016;
Mogielnica;01.01.2016;
Moskorzew;01.01.2016;
Moszczenica;01.01.2016;
Niegowa;01.01.2016;
Nowe Miasto nad Pilicą;01.01.2016;
Nowosolna;01.01.2016;
Odrzywół;01.01.2016;
Ogrodzieniec;01.01.2016;
Opoczno;01.01.2016;
Paradyż;01.01.2016;
Pilica;01.01.2016;
Piotrków Trybunalski;01.01.2016;
Poświętne;01.01.2016;
Promna;01.01.2016;
Przedbórz;01.01.2016;
Przysucha;01.01.2016;
Radoszyce;01.01.2016;
Radzanów;01.01.2016;
Ręczno;01.01.2016;
Rokiciny;01.01.2016;
Rozprza;01.01.2016;
Ruda Maleniecka;01.01.2016;
Rusinów;01.01.2016;
Rzeczyca;01.01.2016;
Sadkowice;01.01.2016;
Secemin;01.01.2016;
Sławno;01.01.2016;
Słupia;01.01.2016;
Słupia Konecka;01.01.2016;
Smyków;01.01.2016;
Stąporków;01.01.2016;
Stromiec;01.01.2016;
Sulejów;01.01.2016;
Szczekociny;01.01.2016;
Tomaszów Mazowiecki miasto;01.01.2016;
Tomaszów Mazowiecki wiejski;01.01.2016;
Tuszyn;01.01.2016;
Ujazd;01.01.2016;
Warka;01.01.2016;
Wielgomłyny;01.01.2016;
Włodowice;01.01.2016;
Włoszczowa;01.01.2016;
Wola Krzysztoporska;01.01.2016;
Wolbórz;01.01.2016;
Wolbrom;01.01.2016;
Wyśmierzyce;01.01.2016;
Zagnańsk;01.01.2016;
Zawiercie;01.01.2016;
Żarnowiec;01.01.2016;
Żarnów;01.01.2016;
Żytno;01.01.2016;
Aleksandrów;01.01.2017;
Andrespol;01.01.2017;
Belsk Duży;01.01.2017;
Będków;01.01.2017;
Białaczów;01.01.2017;
Białobrzegi;01.01.2017;
Bliżyn;01.01.2017;
Błędów;01.01.2017;
Brójce;01.01.2017;
Budziszewice;01.01.2017;
Charsznica;01.01.2017;
Czarnocin;01.01.2017;
Czerniewice;01.01.2017;
Drzewica;01.01.2017;
Fałków;01.01.2017;
Gielniów;01.01.2017;
Głowaczów;01.01.2017;
Gorzkowice;01.01.2017;
Goszczyn;01.01.2017;
Gowarczów;01.01.2017;
Grabica;01.01.2017;
Grabów nad Pilicą;01.01.2017;
Inowłódz;01.01.2017;
Irządze;01.01.2017;
Kluczewsko;01.01.2017;
Klwów;01.01.2017;
Kobiele Wielkie;01.01.2017;
Kodrąb;01.01.2017;
Koluszki;01.01.2017;
Koniecpol;01.01.2017;
Końskie;01.01.2017;
Kozłów;01.01.2017;
Krasocin;01.01.2017;
Kroczyce;01.01.2017;
Lelów;01.01.2017;
Lubochnia;01.01.2017;
Łęki Szlacheckie;01.01.2017;
Łopuszno;01.01.2017;
Magnuszew;01.01.2017;
Masłowice;01.01.2017;
Mniów;01.01.2017;
Mniszków;01.01.2017;
Mogielnica;01.01.2017;
Moskorzew;01.01.2017;
Moszczenica;01.01.2017;
Niegowa;01.01.2017;
Nowe Miasto nad Pilicą;01.01.2017;
Nowosolna;01.01.2017;
Odrzywół;01.01.2017;
Ogrodzieniec;01.01.2017;
Opoczno;01.01.2017;
Paradyż;01.01.2017;
Pilica;01.01.2017;
Piotrków Trybunalski;01.01.2017;
Poświętne;01.01.2017;
Promna;01.01.2017;
Przedbórz;01.01.2017;
Przysucha;01.01.2017;
Radoszyce;01.01.2017;
Radzanów;01.01.2017;
Ręczno;01.01.2017;
Rokiciny;01.01.2017;
Rozprza;01.01.2017;
Ruda Maleniecka;01.01.2017;
Rusinów;01.01.2017;
Rzeczyca;01.01.2017;
Sadkowice;01.01.2017;
Secemin;01.01.2017;
Sławno;01.01.2017;
Słupia;01.01.2017;
Słupia Konecka;01.01.2017;
Smyków;01.01.2017;
Stąporków;01.01.2017;
Stromiec;01.01.2017;
Sulejów;01.01.2017;
Szczekociny;01.01.2017;
Tomaszów Mazowiecki miasto;01.01.2017;
Tomaszów Mazowiecki wiejski;01.01.2017;
Tuszyn;01.01.2017;
Ujazd;01.01.2017;
Warka;01.01.2017;
Wielgomłyny;01.01.2017;
Włodowice;01.01.2017;
Włoszczowa;01.01.2017;
Wola Krzysztoporska;01.01.2017;
Wolbórz;01.01.2017;
Wolbrom;01.01.2017;
Wyśmierzyce;01.01.2017;
Zagnańsk;01.01.2017;
Zawiercie;01.01.2017;
Żarnowiec;01.01.2017;
Żarnów;01.01.2017;
Żytno;01.01.2017;
Aleksandrów;01.01.2018;
Andrespol;01.01.2018;
Belsk Duży;01.01.2018;
Będków;01.01.2018;
Białaczów;01.01.2018;
Białobrzegi;01.01.2018;
Bliżyn;01.01.2018;
Błędów;01.01.2018;
Brójce;01.01.2018;
Budziszewice;01.01.2018;
Charsznica;01.01.2018;
Czarnocin;01.01.2018;
Czerniewice;01.01.2018;
Drzewica;01.01.2018;
Fałków;01.01.2018;
Gielniów;01.01.2018;
Głowaczów;01.01.2018;
Gorzkowice;01.01.2018;
Goszczyn;01.01.2018;
Gowarczów;01.01.2018;
Grabica;01.01.2018;
Grabów nad Pilicą;01.01.2018;
Inowłódz;01.01.2018;
Irządze;01.01.2018;
Kluczewsko;01.01.2018;
Klwów;01.01.2018;
Kobiele Wielkie;01.01.2018;
Kodrąb;01.01.2018;
Koluszki;01.01.2018;
Koniecpol;01.01.2018;
Końskie;01.01.2018;
Kozłów;01.01.2018;
Krasocin;01.01.2018;
Kroczyce;01.01.2018;
Lelów;01.01.2018;
Lubochnia;01.01.2018;
Łęki Szlacheckie;01.01.2018;
Łopuszno;01.01.2018;
Magnuszew;01.01.2018;
Masłowice;01.01.2018;
Mniów;01.01.2018;
Mniszków;01.01.2018;
Mogielnica;01.01.2018;
Moskorzew;01.01.2018;
Moszczenica;01.01.2018;
Niegowa;01.01.2018;
Nowe Miasto nad Pilicą;01.01.2018;
Nowosolna;01.01.2018;
Odrzywół;01.01.2018;
Ogrodzieniec;01.01.2018;
Opoczno;01.01.2018;
Paradyż;01.01.2018;
Pilica;01.01.2018;
Piotrków Trybunalski;01.01.2018;
Poświętne;01.01.2018;
Promna;01.01.2018;
Przedbórz;01.01.2018;
Przysucha;01.01.2018;
Radoszyce;01.01.2018;
Radzanów;01.01.2018;
Ręczno;01.01.2018;
Rokiciny;01.01.2018;
Rozprza;01.01.2018;
Ruda Maleniecka;01.01.2018;
Rusinów;01.01.2018;
Rzeczyca;01.01.2018;
Sadkowice;01.01.2018;
Secemin;01.01.2018;
Sławno;01.01.2018;
Słupia;01.01.2018;
Słupia Konecka;01.01.2018;
Smyków;01.01.2018;
Stąporków;01.01.2018;
Stromiec;01.01.2018;
Sulejów;01.01.2018;
Szczekociny;01.01.2018;
Tomaszów Mazowiecki miasto;01.01.2018;
Tomaszów Mazowiecki wiejski;01.01.2018;
Tuszyn;01.01.2018;
Ujazd;01.01.2018;
Warka;01.01.2018;
Wielgomłyny;01.01.2018;
Włodowice;01.01.2018;
Włoszczowa;01.01.2018;
Wola Krzysztoporska;01.01.2018;
Wolbórz;01.01.2018;
Wolbrom;01.01.2018;
Wyśmierzyce;01.01.2018;
Zagnańsk;01.01.2018;
Zawiercie;01.01.2018;
Żarnowiec;01.01.2018;
Żarnów;01.01.2018;
Żytno;01.01.2018;
Aleksandrów;01.01.2019;
Andrespol;01.01.2019;
Belsk Duży;01.01.2019;
Będków;01.01.2019;
Białaczów;01.01.2019;
Białobrzegi;01.01.2019;
Bliżyn;01.01.2019;
Błędów;01.01.2019;
Brójce;01.01.2019;
Budziszewice;01.01.2019;
Charsznica;01.01.2019;
Czarnocin;01.01.2019;
Czerniewice;01.01.2019;
Drzewica;01.01.2019;
Fałków;01.01.2019;
Gielniów;01.01.2019;
Głowaczów;01.01.2019;
Gorzkowice;01.01.2019;
Goszczyn;01.01.2019;
Gowarczów;01.01.2019;
Grabica;01.01.2019;
Grabów nad Pilicą;01.01.2019;
Inowłódz;01.01.2019;
Irządze;01.01.2019;
Kluczewsko;01.01.2019;
Klwów;01.01.2019;
Kobiele Wielkie;01.01.2019;
Kodrąb;01.01.2019;
Koluszki;01.01.2019;
Koniecpol;01.01.2019;
Końskie;01.01.2019;
Kozłów;01.01.2019;
Krasocin;01.01.2019;
Kroczyce;01.01.2019;
Lelów;01.01.2019;
Lubochnia;01.01.2019;
Łęki Szlacheckie;01.01.2019;
Łopuszno;01.01.2019;
Magnuszew;01.01.2019;
Masłowice;01.01.2019;
Mniów;01.01.2019;
Mniszków;01.01.2019;
Mogielnica;01.01.2019;
Moskorzew;01.01.2019;
Moszczenica;01.01.2019;
Niegowa;01.01.2019;
Nowe Miasto nad Pilicą;01.01.2019;
Nowosolna;01.01.2019;
Odrzywół;01.01.2019;
Ogrodzieniec;01.01.2019;
Opoczno;01.01.2019;
Paradyż;01.01.2019;
Pilica;01.01.2019;
Piotrków Trybunalski;01.01.2019;
Poświętne;01.01.2019;
Promna;01.01.2019;
Przedbórz;01.01.2019;
Przysucha;01.01.2019;
Radoszyce;01.01.2019;
Radzanów;01.01.2019;
Ręczno;01.01.2019;
Rokiciny;01.01.2019;
Rozprza;01.01.2019;
Ruda Maleniecka;01.01.2019;
Rusinów;01.01.2019;
Rzeczyca;01.01.2019;
Sadkowice;01.01.2019;
Secemin;01.01.2019;
Sławno;01.01.2019;
Słupia;01.01.2019;
Słupia Konecka;01.01.2019;
Smyków;01.01.2019;
Stąporków;01.01.2019;
Stromiec;01.01.2019;
Sulejów;01.01.2019;
Szczekociny;01.01.2019;
Tomaszów Mazowiecki miasto;01.01.2019;
Tomaszów Mazowiecki wiejski;01.01.2019;
Tuszyn;01.01.2019;
Ujazd;01.01.2019;
Warka;01.01.2019;
Wielgomłyny;01.01.2019;
Włodowice;01.01.2019;
Włoszczowa;01.01.2019;
Wola Krzysztoporska;01.01.2019;
Wolbórz;01.01.2019;
Wolbrom;01.01.2019;
Wyśmierzyce;01.01.2019;
Zagnańsk;01.01.2019;
Zawiercie;01.01.2019;
Żarnowiec;01.01.2019;
Żarnów;01.01.2019;
Żytno;01.01.2019;
Aleksandrów;01.01.2020;1310
Andrespol;01.01.2020;130
Belsk Duży;01.01.2020;2510
Będków;01.01.2020;1760
Białaczów;01.01.2020;820
Białobrzegi;01.01.2020;170
Bliżyn;01.01.2020;10
Błędów;01.01.2020;4030
Brójce;01.01.2020;1610
Budziszewice;01.01.2020;840
Charsznica;01.01.2020;4340
Czarnocin;01.01.2020;2050
Czerniewice;01.01.2020;2700
Drzewica;01.01.2020;460
Fałków;01.01.2020;210
Gielniów;01.01.2020;200
Głowaczów;01.01.2020;390
Gorzkowice;01.01.2020;1520
Goszczyn;01.01.2020;1300
Gowarczów;01.01.2020;60
Grabica;01.01.2020;4030
Grabów nad Pilicą;01.01.2020;500
Inowłódz;01.01.2020;190
Irządze;01.01.2020;1750
Kluczewsko;01.01.2020;1200
Klwów;01.01.2020;820
Kobiele Wielkie;01.01.2020;2650
Kodrąb;01.01.2020;3530
Koluszki;01.01.2020;1800
Koniecpol;01.01.2020;920
Końskie;01.01.2020;570
Kozłów;01.01.2020;2390
Krasocin;01.01.2020;1120
Kroczyce;01.01.2020;1320
Lelów;01.01.2020;1490
Lubochnia;01.01.2020;1210
Łęki Szlacheckie;01.01.2020;900
Łopuszno;01.01.2020;1230
Magnuszew;01.01.2020;1270
Masłowice;01.01.2020;2370
Mniów;01.01.2020;90
Mniszków;01.01.2020;2230
Mogielnica;01.01.2020;2430
Moskorzew;01.01.2020;1510
Moszczenica;01.01.2020;2730
Niegowa;01.01.2020;1570
Nowe Miasto nad Pilicą;01.01.2020;2800
Nowosolna;01.01.2020;730
Odrzywół;01.01.2020;300
Ogrodzieniec;01.01.2020;570
Opoczno;01.01.2020;1160
Paradyż;01.01.2020;1790
Pilica;01.01.2020;3500
Piotrków Trybunalski;01.01.2020;620
Poświętne;01.01.2020;780
Promna;01.01.2020;2760
Przedbórz;01.01.2020;710
Przysucha;01.01.2020;470
Radoszyce;01.01.2020;650
Radzanów;01.01.2020;1480
Ręczno;01.01.2020;1100
Rokiciny;01.01.2020;2880
Rozprza;01.01.2020;2470
Ruda Maleniecka;01.01.2020;90
Rusinów;01.01.2020;310
Rzeczyca;01.01.2020;2110
Sadkowice;01.01.2020;4070
Secemin;01.01.2020;1490
Sławno;01.01.2020;1550
Słupia;01.01.2020;3780
Słupia Konecka;01.01.2020;1800
Smyków;01.01.2020;20
Stąporków;01.01.2020;10
Stromiec;01.01.2020;320
Sulejów;01.01.2020;2440
Szczekociny;01.01.2020;3320
Tomaszów Mazowiecki miasto;01.01.2020;170
Tomaszów Mazowiecki wiejski;01.01.2020;1010
Tuszyn;01.01.2020;2670
Ujazd;01.01.2020;1310
Warka;01.01.2020;4250
Wielgomłyny;01.01.2020;2210
Włodowice;01.01.2020;80
Włoszczowa;01.01.2020;2440
Wola Krzysztoporska;01.01.2020;5000
Wolbórz;01.01.2020;2790
Wolbrom;01.01.2020;3780
Wyśmierzyce;01.01.2020;490
Zagnańsk;01.01.2020;10
Zawiercie;01.01.2020;700
Żarnowiec;01.01.2020;3820
Żarnów;01.01.2020;880
Żytno;01.01.2020;1060
Aleksandrów;01.01.2021;
Andrespol;01.01.2021;
Belsk Duży;01.01.2021;
Będków;01.01.2021;
Białaczów;01.01.2021;
Białobrzegi;01.01.2021;
Bliżyn;01.01.2021;
Błędów;01.01.2021;
Brójce;01.01.2021;
Budziszewice;01.01.2021;
Charsznica;01.01.2021;
Czarnocin;01.01.2021;
Czerniewice;01.01.2021;
Drzewica;01.01.2021;
Fałków;01.01.2021;
Gielniów;01.01.2021;
Głowaczów;01.01.2021;
Gorzkowice;01.01.2021;
Goszczyn;01.01.2021;
Gowarczów;01.01.2021;
Grabica;01.01.2021;
Grabów nad Pilicą;01.01.2021;
Inowłódz;01.01.2021;
Irządze;01.01.2021;
Kluczewsko;01.01.2021;
Klwów;01.01.2021;
Kobiele Wielkie;01.01.2021;
Kodrąb;01.01.2021;
Koluszki;01.01.2021;
Koniecpol;01.01.2021;
Końskie;01.01.2021;
Kozłów;01.01.2021;
Krasocin;01.01.2021;
Kroczyce;01.01.2021;
Lelów;01.01.2021;
Lubochnia;01.01.2021;
Łęki Szlacheckie;01.01.2021;
Łopuszno;01.01.2021;
Magnuszew;01.01.2021;
Masłowice;01.01.2021;
Mniów;01.01.2021;
Mniszków;01.01.2021;
Mogielnica;01.01.2021;
Moskorzew;01.01.2021;
Moszczenica;01.01.2021;
Niegowa;01.01.2021;
Nowe Miasto nad Pilicą;01.01.2021;
Nowosolna;01.01.2021;
Odrzywół;01.01.2021;
Ogrodzieniec;01.01.2021;
Opoczno;01.01.2021;
Paradyż;01.01.2021;
Pilica;01.01.2021;
Piotrków Trybunalski;01.01.2021;
Poświętne;01.01.2021;
Promna;01.01.2021;
Przedbórz;01.01.2021;
Przysucha;01.01.2021;
Radoszyce;01.01.2021;
Radzanów;01.01.2021;
Ręczno;01.01.2021;
Rokiciny;01.01.2021;
Rozprza;01.01.2021;
Ruda Maleniecka;01.01.2021;
Rusinów;01.01.2021;
Rzeczyca;01.01.2021;
Sadkowice;01.01.2021;
Secemin;01.01.2021;
Sławno;01.01.2021;
Słupia;01.01.2021;
Słupia Konecka;01.01.2021;
Smyków;01.01.2021;
Stąporków;01.01.2021;
Stromiec;01.01.2021;
Sulejów;01.01.2021;
Szczekociny;01.01.2021;
Tomaszów Mazowiecki miasto;01.01.2021;
Tomaszów Mazowiecki wiejski;01.01.2021;
Tuszyn;01.01.2021;
Ujazd;01.01.2021;
Warka;01.01.2021;
Wielgomłyny;01.01.2021;
Włodowice;01.01.2021;
Włoszczowa;01.01.2021;
Wola Krzysztoporska;01.01.2021;
Wolbórz;01.01.2021;
Wolbrom;01.01.2021;
Wyśmierzyce;01.01.2021;
Zagnańsk;01.01.2021;
Zawiercie;01.01.2021;
Żarnowiec;01.01.2021;
Żarnów;01.01.2021;
Żytno;01.01.2021;
Aleksandrów;01.01.2022;
Andrespol;01.01.2022;
Belsk Duży;01.01.2022;
Będków;01.01.2022;
Białaczów;01.01.2022;
Białobrzegi;01.01.2022;
Bliżyn;01.01.2022;
Błędów;01.01.2022;
Brójce;01.01.2022;
Budziszewice;01.01.2022;
Charsznica;01.01.2022;
Czarnocin;01.01.2022;
Czerniewice;01.01.2022;
Drzewica;01.01.2022;
Fałków;01.01.2022;
Gielniów;01.01.2022;
Głowaczów;01.01.2022;
Gorzkowice;01.01.2022;
Goszczyn;01.01.2022;
Gowarczów;01.01.2022;
Grabica;01.01.2022;
Grabów nad Pilicą;01.01.2022;
Inowłódz;01.01.2022;
Irządze;01.01.2022;
Kluczewsko;01.01.2022;
Klwów;01.01.2022;
Kobiele Wielkie;01.01.2022;
Kodrąb;01.01.2022;
Koluszki;01.01.2022;
Koniecpol;01.01.2022;
Końskie;01.01.2022;
Kozłów;01.01.2022;
Krasocin;01.01.2022;
Kroczyce;01.01.2022;
Lelów;01.01.2022;
Lubochnia;01.01.2022;
Łęki Szlacheckie;01.01.2022;
Łopuszno;01.01.2022;
Magnuszew;01.01.2022;
Masłowice;01.01.2022;
Mniów;01.01.2022;
Mniszków;01.01.2022;
Mogielnica;01.01.2022;
Moskorzew;01.01.2022;
Moszczenica;01.01.2022;
Niegowa;01.01.2022;
Nowe Miasto nad Pilicą;01.01.2022;
Nowosolna;01.01.2022;
Odrzywół;01.01.2022;
Ogrodzieniec;01.01.2022;
Opoczno;01.01.2022;
Paradyż;01.01.2022;
Pilica;01.01.2022;
Piotrków Trybunalski;01.01.2022;
Poświętne;01.01.2022;
Promna;01.01.2022;
Przedbórz;01.01.2022;
Przysucha;01.01.2022;
Radoszyce;01.01.2022;
Radzanów;01.01.2022;
Ręczno;01.01.2022;
Rokiciny;01.01.2022;
Rozprza;01.01.2022;
Ruda Maleniecka;01.01.2022;
Rusinów;01.01.2022;
Rzeczyca;01.01.2022;
Sadkowice;01.01.2022;
Secemin;01.01.2022;
Sławno;01.01.2022;
Słupia;01.01.2022;
Słupia Konecka;01.01.2022;
Smyków;01.01.2022;
Stąporków;01.01.2022;
Stromiec;01.01.2022;
Sulejów;01.01.2022;
Szczekociny;01.01.2022;
Tomaszów Mazowiecki miasto;01.01.2022;
Tomaszów Mazowiecki wiejski;01.01.2022;
Tuszyn;01.01.2022;
Ujazd;01.01.2022;
Warka;01.01.2022;
Wielgomłyny;01.01.2022;
Włodowice;01.01.2022;
Włoszczowa;01.01.2022;
Wola Krzysztoporska;01.01.2022;
Wolbórz;01.01.2022;
Wolbrom;01.01.2022;
Wyśmierzyce;01.01.2022;
Zagnańsk;01.01.2022;
Zawiercie;01.01.2022;
Żarnowiec;01.01.2022;
Żarnów;01.01.2022;
Żytno;01.01.2022;
